,0
GUMTCHOLe,
OCD11COACPT1_1,11.45543701
FAOXC162C162OHm,13.55113112
OCT11EFATP_1,9.865306947
OCTDECCPT1,11.45543701
HISSNAT5tc,
HISyLATtc,9.959781668
FAOXC163C142x,0.0
HPETFABP1tc,
LEUATB0tc,
LEUGLYPEPT1tc,
LEULEULAPc,11.51206761
LEULEUPEPT1tc,
OCTDECE1CRNe,
SK_octdececoa_c,
OMHDEACIDTD,
SBCOAACOTx,9.708730191
SCP21cx,10.83026326
LINOFATPtc,
METATB0tc,
NACHORCTL3le,
OLEICFATPtc,
FAOXC163C164Gm,14.28078193
ORNALArBATtc,
FAOXC163C164x,11.72369307
ORNLEUrBATtc,
PECGCHLe,
PHEATB0tc,
EX_gltdechol_e,
EX_glysar_e,
EX_gumtchol_e,
EX_leugly_e,
EX_leuleu_e,
PHEyLATthc,9.959781668
PROIMINOtc,
EX_pect_e,
PSYGCHe,
FAOXC163Gm,10.89354575
EX_pectingchol_e,
EX_pectintchol_e,
EX_psyl_e,
EX_psylchol_e,
EX_psyltchol_e,
EX_slfcys_e,
THMATPe,
TRPATB0tc,
TYRATB0tc,
VALATB0tc,
VITEtl,10.35567385
FAOXC163x,10.26380275
3AIB_Dtm,
EX_pan4p_e,
EX_ptth_e,
EX_q10h2_e,
3HCO3_NAt,0.0
FAOXC164C143m,13.24696209
4ABUTtcn,
4HPROLTASCT1,10.60231059
ADNt5,
FAOXC164C143x,0.0
AHCYStm,
FADDPle,
FAOXC164C163x,0.0
FE2DMT1,11.29293619
FOLt2,
ALA_DTDe,
ASPDTDe,
ASPPROASCT1,10.60231059
BTNt3i,10.32059027
FRDPtcr,
G6PDH2c,10.4597876
FAOXC164C165m,14.28078193
GLU5SAtmc,
G3PDm,
GNDc,12.08293579
GSNt5,
HYPTROXe,
CHSTEROLtrc,
CRNtp,
CYTDt5,
Coqe,
DCTPtm_cho,
DGTPtm_cho,
DM_taur_c,
DM_pmtcoa_r,
DSREDUCr,12.40116862
INSK,
FAOXC164m,10.89354575
Kt3r,
LACLt,
DTMPKm,0.0
DTTPtm_cho,
EX_4hpro_LT_e,
EX_bglc_e,
MAL_Ltx,
EX_carn_e,
FAOXC164x,10.26380275
FAOXC165C164m,11.18557757
EX_glgchlo_e,
MDHp,
SK_5HPET_c,
EX_crtn_e,
SPRMti,
TAURt,
URIt5,
q10h2tc,
34HPPte,
3MOBte,
EX_cyst__L_e,
EX_dcmp_e,
3MOPt,
4HPRO_LTte,
5MTAte,
5OXPROt,
AICARte,
ANTHte,
NADtm,
NADtx,
OCDCAFATPc,
CBASPte,
DM_4hpro_LT_m,
DM_Lcystin_c,
P5CR,0.0
DM_ncam_c,
PHEMEt,
EX_34hpp_e,
EX_glyald_e,
EX_3mob_e,
EX_3mop_e,
EX_ahcys_e,
PNTEHe,
PPItm,
PRO_Dtde,
PTPATe,
Q10H2e,
RTOTAL2FATPc,
RTOTALFATPc,
SFCYSc,
EX_aicar_e,
EX_anth_e,
MALt,
SFCYSe,
IDOURte,
EX_icit_e,
EX_idour_e,
5HOXINDOAtr,
TCHOLABCtc,
TYRB0AT3tc,
VALB0AT3tc,
CGMPt,12.07935767
PEPtr,
GUDACtr,
GUDACtr2,
LKYNRtr,0.0
CALAtr,
KYNATEtr2,
3ANTHRNtr,
GALt4,
GLCt4,
HKYNRtr,11.05018782
EX_Lkynr_e,
DMGLYtr,
ETHAMPtr,
MANt4,
TCHOLAt3,0.0
EX_quln_e,
EX_xmp_e,
TRPt,
FUMtr,
EX_3pg_e,
G3PCt,
GLCURtr,
Kt1,
XANt,
EX_3hanthrn_e,
RETt,
EX_glyc3p_e,
ALAPAT4te,
AVITE1t,10.69167381
L_LACt4r,
GLYCLm,10.25494039
ARGSUCte,
3PGtr,
GLYC3tr,
EX_2pg_e,
ACRNte,9.703044133
PCRNte,9.703044133
ARACHDFATPtc,
STCRNte,9.703044133
EX_acrn_e,
LCAT20e,9.698249101
BUTSMCT1,
LCAT22e,9.698249101
LCAT27e,9.698249101
EX_pcrn_e,
EX_lneldccrn_e,
EX_odecrn_e,
EX_pmtcrn_e,
LCAT29e,9.698249101
LCAT31e,9.698249101
Clt,
LCAT33e,9.698249101
LCAT34e,9.698249101
LCAT36e,9.698249101
DM_ascb__L_c,
PCREATte,
BGLYte,
BIOMASS_maintenance,
LCAT39e,9.698249101
LCAT42e,9.698249101
LCAT43e,9.698249101
BIOMASS_maintenance_noTrTr,
15KPROSTGF2c,0.0
ADPOHc,
AND19ONEc,
DESAT14_9,10.75131174
LCAT44e,9.698249101
LCAT45e,9.698249101
LCAT46e,9.698249101
LCAT49e,9.698249101
LCAT50e,9.698249101
LCAT52e,9.698249101
21HPRGNLONE,
HMCRNc,
LCAT10e,9.698249101
LCAT11e,9.698249101
CRNATBtc,
LCAT14e,9.698249101
LCAT6e,9.698249101
LCAT7e,9.698249101
LCAT55e,9.698249101
LCAT8e,9.698249101
LCAT16e,9.698249101
SMS10,10.21863296
LCAT17e,9.698249101
DHEASABCCte,
SMS11,10.21863296
SMS12,10.21863296
SMS13,10.21863296
DOPAENT4tc,
SMS2,10.21863296
MAGLINL_HSe,9.98832086
SMS3,10.21863296
SMS4,10.21863296
SMS5,10.21863296
SMS8,10.21863296
XOLEST182CEH,10.89375285
XOLEST226CEH,10.89375285
LPS6e,9.98832086
LPS7e,9.98832086
PCHOLOLE_HSPLA2,10.69255347
PEOLE_HSPLA2,10.69255347
PCHOLPALME_HSPLA2,10.69255347
PAILPALM_HSPLA2,10.69255347
ESTRAABCtc,
PCHOL2LINL_HSPLA2,10.69255347
PE2LINL_HSPLA2,10.69255347
PCHOLN225_HSPLA2,10.69255347
PCHOLN2254_HSPLA2,10.69255347
PEAR_HSPLA2,10.69255347
PCHOL2PALM_HSPLA2,10.69255347
PCHOLAR_HSPLA2,10.69255347
PCHOLN1836_HSPLA2,10.69255347
PE203_HSPLA2,10.69255347
PE226_HSPLA2,10.69255347
PE224_HSPLA2,10.69255347
PEDH12_HSPLA2,10.69255347
PEDH13_HSPLA2,10.69255347
PEDH15_HSPLA2,10.69255347
PCHOLN203_HSPLA2,10.69255347
ARACHETH,10.52419457
BILIVERDt,
PCHOLN24_HSPLA2,10.69255347
PCHOLN261_HSPLA2,10.69255347
ESTRSABCtc,
PCHOLN281_HSPLA2,10.69255347
C02356t,
PCHOLDOC_HSPLA2,10.69255347
PCHOLDET_HSPLA2,10.69255347
PCHOLHEP_HSPLA2,10.69255347
PELINL_HSPLA2,10.69255347
C02712te,0.0
C02712tm,
FOLABCCte,12.07935767
C03990tr,
FOLOAT2tc,
C03990tx,
C04483t2,
C04717ATP,
FACOAE160,
GPDDACHOL,
ACLYSHYc,
EX_3mtp_e,
ELAIDCRNte,
GLYC2P3Pc,
LNLCCRNNAt,
PHLACHt,
C04805td,
C05463t1,0.0
C05463t2,
C05953t,
C06314t,
C06439t,
12HPETATP,
15HPETATP,
C11695td,
21HPRGNLONEt1,
C14768td,
2OXOADPt,
GABABGTtc,0.0
3HPPNOHGLUCte,
GLUB0AT3tc,
3HPPt,
3MHISt1,
3MHISt2,
3MOXTYRt,
3UIBtd,
56DTHMt,
EX_C14769_e,
C14770ATP,
C14826ATP,
CE0328t,
56DURAtd,
7DHCHSTEROLtd,
CE1243ATP,
GLYB0AT3tc,
CE1556td,
CE2028t,
ACGLUtd,
ACGLYte,
ACORNt,
NRVNCt,
CE4843td,
ACTHRtc,
CE6247t,
H2OGLYAQPt,0.0
CE7083t,
ACTHRte,
AND19ONEt,
CE7172ATP,
ILEB0AT3tc,
DOCOHEXETHc,10.52419457
DOCTETETH,10.52419457
LEUB0AT3tc,
DODECANACt,
DODECANACtd,
EX_56dthm_e,
EX_56dura_e,
EX_5HPET_e,
EX_acthr__L_e,
EX_adpoh_e,
EX_amet_e,
ELAIDCRNtd,
EX_15HPET_e,
EX_15kprostgf2_e,
EX_21hprgnlone_e,
EX_3hmp_e,
EX_3mhis_e,
EX_and19one_e,
EX_aracheth_e,
EX_C02356_e,
EX_C02712_e,
EX_C04717_e,
LGNCFATPtc,
EX_C05957_e,
METB0AT3tc,
EX_C06314_e,
EX_pcholet_hs_e,
EX_C14771_e,
NACSMCTte,
EX_CE1273_e,
EX_CE2176_e,
EX_pcholn201_hs_e,
EX_pcholn205_hs_e,
EX_pcholn226_hs_e,
EX_pcholn24_hs_e,
EX_eidi1114ac_e,
PGLYCABCte,10.6839766
EX_CE6031_e,
EX_CE7082_e,
EX_pcholn261_hs_e,
EX_pcholpalm_hs_e,
EX_pe14_hs_e,
EX_pe15_hs_e,
EX_pe161_hs_e,
EX_pe203_hs_e,
EX_pe226_hs_e,
EX_CE7083_e,
EX_docohxeth_e,
EX_elaidcrn_e,
EX_HC00900_e,
EX_hexdiac_e,
EX_hgentis_e,
EX_leuktrB4wcooh_e,
EX_pe2linl_hs_e,
EX_pear_hs_e,
EX_pendecaeth_e,
EX_lineth_e,
PHEMEABCte,0.0
EX_lnlccrn_e,
EX_Lpipecol_e,
EX_pepalm_hs_e,
EX_peste_hs_e,
EX_pmeth_e,
EX_lthstrl_e,
EX_maglinl_hs_e,
EX_sebacid_e,
EX_sphmyln180241_hs_e,
EX_magste_hs_e,
EX_mev__R_e,
EX_sphmyln18114_hs_e,
EX_sphmyln18115_hs_e,
EX_pailpalm_hs_e,
EX_pailste_hs_e,
EX_sphmyln18116_hs_e,
EX_pchol2linl_hs_e,
EX_pchol2ole_hs_e,
EX_pchol2palm_hs_e,
EX_pcholar_hs_e,
EX_sphmyln181181_hs_e,
EX_sphmyln18120_hs_e,
EX_sphmyln18121_hs_e,
EX_sphmyln18122_hs_e,
EX_sphmyln181221_hs_e,
EX_subeac_e,
GALTt,
EX_tetdeca511ac_e,
PPASMCT1,
EX_thrnt_e,
GLYC2Pte,
GLYCLTt,
HC00319t2,
HC00900t1,
EX_ttdcrn_e,
EX_txb2_e,
EX_wharachd_e,
HC00900t2,
HC00900t3,
EX_xolest181_hs_e,
PROPAT4te,
EX_xolest182_hs_e,
HC00900t4,
HEXDECEETH,10.52419457
EX_xolest204_hs_e,
FORGLUt,
HEXDIACATP,
PYRSMCT1,
HGENTISt,
HMCRNt,
HXCOAx,
RETABCtc,
LCYSTt,
LEUKTRB4WCOOHt,
LEUKTRB4WOHt,
EX_achom__L_e,
PHACGLYt,
EX_phacgly_e,
ESTRIOLATP,
r1528,
EX_3moxtyr_e,
EX_alltn_e,
EX_glyc2p_e,
LEUKTRB4WOHtr,
LNLCCRNtd,
LPIPECOLt,
EX_glyclt_e,
SERB0AT3tc,
EX_oaa_e,
EX_phlac_e,
EX_ttdcea_e,
LTHSTRLABCt,
MI1Pt,
NWHARGtd,
TTDCEAt,
SRTNENT4tc,
7KLITCHOLc,
HC02197c,
HC02198c,
EX_alaargcys_e,
DCHOLESTANCOAc,
HC02195te,0.0
HC02196te,0.0
PEPALM,10.52419457
PSERtr,
STEETH,10.52419457
TETDECA511ACt,
TETDECAETH,10.52419457
TXB2c,
TXB2t,
ACILEtm,
ACLEUm,
ACLEUtm,
EX_acleu__L_e,
HC02220te,0.0
G3PD1irm,
DM_k_c,
BZCOAFm,
BGLYFm,
PHACCOAGLYACm,
PHEACGLYsec,
ACHOMtm,
ACHOMte,
PCRESOLup,
EX_alaarggly_e,
EX_pheacgly_e,
EX_bz_e,
EX_alaglylys_e,
EX_pcresol_e,
EX_pcs_e,
NORMETEt,
EX_hisargser_e,
EX_hiscyscys_e,
EX_alahisala_e,
EX_hisglu_e,
C05300t,
RETINALt,
MALTTTRt,
1MNCAMt,
EX_hisglugln_e,
EX_hislysala_e,
EX_hislysglu_e,
EX_C05300_e,
EX_argalaala_e,
EX_retinal_e,
EX_1mncam_e,
EX_progly_e,
EX_dhbpt_e,
EX_hislysthr_e,
EX_hislysval_e,
EX_hismetgln_e,
EX_hisphearg_e,
EX_hisprolys_e,
EX_histrphis_e,
EX_ileargile_e,
EX_argalaphe_e,
EX_ileasp_e,
EX_ileprolys_e,
EX_prolyspro_e,
EX_prophe_e,
EX_argalathr_e,
EX_proproarg_e,
EX_propropro_e,
EX_leuasnasp_e,
EX_leuasplys_e,
EX_protrplys_e,
EX_provalgln_e,
EX_leuleutrp_e,
EX_argarg_e,
EX_leuproarg_e,
EX_leusertrp_e,
EX_serlyshis_e,
EX_thrglntyr_e,
EX_thrphearg_e,
EX_thrserarg_e,
EX_leutrp_e,
EX_thrthrarg_e,
EX_leuval_e,
EX_thrtyrmet_e,
EX_lysargleu_e,
EX_argarglys_e,
EX_lyscyshis_e,
EX_lysglnphe_e,
EX_lystrparg_e,
EX_lysvalphe_e,
EX_trpargala_e,
EX_trpglngln_e,
EX_trpglugly_e,
EX_trpglupro_e,
EX_trpglyleu_e,
EX_trpglyphe_e,
EX_trpilelys_e,
EX_trpiletrp_e,
EX_trpleuval_e,
EX_metglntyr_e,
EX_metphearg_e,
EX_pheasnmet_e,
EX_pheasp_e,
EX_pheleuasp_e,
EX_pheleuhis_e,
EX_trplys_e,
EX_trpmetval_e,
EX_trptyrgln_e,
EX_phelyspro_e,
EX_phephethr_e,
EX_pheproarg_e,
EX_trptyrtyr_e,
EX_phesertrp_e,
EX_tyrargser_e,
EX_argcysgly_e,
EX_tyrcysthr_e,
EX_tyrleuarg_e,
EX_tyrphetyr_e,
EX_tyrthr_e,
EX_tyrtrpphe_e,
EX_tyrtyr_e,
EX_tyrvalmet_e,
EX_valarggly_e,
EX_valhisasn_e,
EX_valphearg_e,
EX_valprotrp_e,
EX_valserarg_e,
EX_phetyrgln_e,
EX_phetyrlys_e,
EX_proargcys_e,
EX_proasncys_e,
EX_proglnpro_e,
EX_prohis_e,
EX_prohistyr_e,
ALAGLYLYSt,0.0
ALALYSTHRt,0.0
ARGALAALAt,0.0
ARGALAPHEt,0.0
ARGALATHRt,0.0
ARGARGt,0.0
ARGARGLYSt,0.0
ARGARGMETt,0.0
ARGCYSSERt,0.0
ARGGLUPROt,0.0
ARGHISTHRt,0.0
ARGPROMETt,0.0
ARGPROTHRt,0.0
GLNPROGLUt,0.0
GLNTRPGLUt,0.0
GLNTYRLEUt,0.0
GLUARGLEUt,0.0
GLUASNLEUt,0.0
GLUGLUt,0.0
GLUILELYSt,0.0
GLUMETt,0.0
GLUMETHISt,0.0
ASNASNARGt,0.0
ASPALAARGt,0.0
ASPASNGLUt,0.0
ASPGLUPROt,0.0
ASPGLUTRPt,0.0
ASPHISCYSt,0.0
ASPHISPROt,0.0
ASPLYSGLUt,0.0
ASPLYSHISt,0.0
GLUTHRLYSt,0.0
GLYVALHISt,0.0
HISASPt,0.0
HISGLNALAt,0.0
HISGLYLYSt,0.0
HISLYSALAt,0.0
HISLYSILEt,0.0
ASPMETASPt,0.0
ASPPROLYSt,0.0
ASPVALASNt,0.0
CYSASNMETt,0.0
HISLYSVALt,0.0
EX_argglupro_e,
HISMETt,0.0
CYSASPPHEt,0.0
CYSGLUHISt,0.0
CYSGLUTRPt,0.0
CYSLEUTHRt,0.0
EX_argglygly_e,
CYSSERMETt,0.0
EX_argphearg_e,
ILEASNHISt,0.0
ILEGLYARGt,0.0
ILEPROLYSt,0.0
ILESERARGt,0.0
LEUASNASPt,0.0
LEUASPLYSt,0.0
LEUPROt,0.0
GLNHISLYSt,0.0
EX_argpromet_e,
LEUPROARGt,0.0
LEUTRPt,0.0
EX_argprothr_e,
LEUTRPARGt,0.0
LEUVALt,0.0
EX_argtyrval_e,
LYSARGLEUt,0.0
EX_argvalcys_e,
SERTRPHISt,0.0
LYSGLNPHEt,0.0
EX_argvaltrp_e,
LYSGLUGLUt,0.0
LYSLYSLYSt,0.0
LYSTYRILEt,0.0
THRHISHISt,0.0
EX_asnasnarg_e,
THRILEARGt,0.0
THRPHEARGt,0.0
LYSVALPHEt,0.0
METARGLEUt,0.0
METGLNTYRt,0.0
THRSERARGt,0.0
THRTYRMETt,0.0
TRPARGALAt,0.0
METGLYARGt,0.0
TRPASPASPt,0.0
TRPGLNGLNt,0.0
TRPGLUGLYt,0.0
TRPGLULEUt,0.0
TRPGLUTYRt,0.0
METTRPPHEt,0.0
PHEASNMETt,0.0
PHEASPt,0.0
PHELEUt,0.0
PHELEUASPt,0.0
PHELEUHISt,0.0
TRPGLYPHEt,0.0
TRPGLYVALt,0.0
TRPILETRPt,0.0
PHELYSALAt,0.0
PHELYSPROt,0.0
EX_asncyscys_e,
PHEPHEASNt,0.0
PHEPHETHRt,0.0
TRPLEUVALt,0.0
TRPMETARGt,0.0
TRPPHEt,0.0
TRPPROLEUt,0.0
TRPSERTYRt,0.0
PHETHRLYSt,0.0
PHETYRGLNt,0.0
PROARGASPt,0.0
PROASNCYSt,0.0
TRPTHRILEt,0.0
TRPTHRTYRt,0.0
TRPTYRGLNt,0.0
PROGLNPROt,0.0
PROHISt,0.0
PROHISTYRt,0.0
PROLEUARGt,0.0
PROLYSPROt,0.0
TRPVALASPt,0.0
TYRALAt,0.0
TYRASPARGt,0.0
TYRGLUt,0.0
TYRLEUARGt,0.0
TYRPHETYRt,0.0
PROPROPROt,0.0
PROTRPTHRt,0.0
SERARGTRPt,0.0
TYRVALMETt,0.0
SERLYSHISt,0.0
VALARGGLYt,0.0
EX_asnpheasp_e,
VALHISASNt,0.0
EX_asnphecys_e,
VALLYSTYRt,0.0
EX_asntyrthr_e,
VALPROTRPt,0.0
GLYLYSPHEr,
VALTRPPHEt,0.0
EX_aspglu_e,
VALVALt,0.0
ALAARGCYSr,
GLYTYRLYSr,
GLYVALHISr,
HISGLUr,
HISGLUGLNr,
HISHISLYSr,
ALAARGGLYr,
ALAASNLEUr,
ALAGLYLYSr,
ALAHISALAr,
ARGALAALAr,
ARGALATHRr,
HISLYSILEr,
HISLYSTHRr,
HISLYSVALr,
HISMETGLNr,
HISTRPHISr,
ILEARGILEr,
ILEGLNGLUr,
ILEGLYARGr,
ILEPROLYSr,
ILETRPTYRr,
ARGARGLYSr,
ARGARGMETr,
ARGLEUPHEr,
ARGPHEARGr,
LEUASPLYSr,
LEULEUTRPr,
ARGPROMETr,
LEUPROr,
LEUPROARGr,
ARGPROTHRr,
ARGVALCYSr,
EX_aspglupro_e,
ASNASNARGr,
ASPALAARGr,
LEUSERTRPr,
LEUTYRTYRr,
LYSCYSHISr,
LYSLYSLYSr,
ASPGLUPROr,
ASPGLUTRPr,
LYSTRPARGr,
LYSVALPHEr,
METASNTYRr,
METPHEARGr,
ASPHISCYSr,
ASPHISPROr,
ASPLYSGLUr,
ASPMETASPr,
ASPPROLYSr,
ASPVALASNr,
CYSASNMETr,
PHELEUr,
PHELEUASPr,
PHELEUHISr,
PHELYSALAr,
PHELYSPROr,
CYSASPPHEr,
CYSCYSr,
EX_asphiscys_e,
CYSGLUTRPr,
CYSLEUTHRr,
CYSSERMETr,
PHEPHETHRr,
PHEPROARGr,
PHESERTRPr,
PROARGCYSr,
CYSTYRASNr,
GLNASNGLNr,
PROGLNPROr,
GLNLYSLYSr,
PROHISr,
EX_aspvalasn_e,
PROHISTYRr,
PROLEUARGr,
GLNLYSTRPr,
GLUASNLEUr,
GLUGLUr,
GLUILELYSr,
GLULEUr,
GLUMETr,
GLUTHRLYSr,
PROLYSPROr,
PROPHEr,
PROPROARGr,
PROPROPROr,
PROTRPTHRr,
PROVALGLNr,
EX_cyssermet_e,
XOLEST226_HSte,
EX_cystyrasn_e,
PCHOLN281_HSte,
ACRNtr,
EX_glnasngln_e,
ODECRNtr,
PMTCRNtr,
XOLEST183tl,
SERCYSARGr,
SERGLYGLUr,
SERLYSHISr,
SERTRPHISr,
THRASNTYRr,
THRGLNTYRr,
THRILEARGr,
XOLEST205tl,
PHEACGLYtm,
HXAt1,
HXAt2,
THRMETARGr,
THRTYRMETr,
HXAt3,
EX_hxa_e,
TTDCEAc,
PACCOALm,
PACALDtm,
TRPALAPROr,
TRPGLUTYRr,
TRPGLYVALr,
TRPILETRPr,
TRPLEUVALr,
TRPLYSr,
TRPMETARGr,
BZtm,
TRPPHEr,
EX_glnhislys_e,
TRPPROVALr,
TRPSERTYRr,
TRPTHRILEr,
TRPTYRGLNr,
EX_glnproglu_e,
PA_HStm,
EX_gluargleu_e,
FldAct,
TYRALAr,
TYRARGSERr,
TYRCYSTHRr,
TYRGLUr,
MMALtm,
EX_gluasnleu_e,
PGPP_hsc,
CE2512te,
TYRTYRr,
TYRVALMETr,
VALLEUPHEr,
VALPROTRPr,
r2514m,
EX_gluthrlys_e,
VALTRPVALr,
EX_glutrpala_e,
TRPGLYASPr,
HOMOVALte,
XOLEST182_HSte,
XOLEST205_HSte,
FAS180,
5AOPt2,
ACNAMt2,
CORE5t,
EX_glyhisasn_e,
CORE8t,
ARGt5r,10.80917179
EX_glylyscys_e,
CA2t,
MK7t,
MK9t,
SK_adprbp_c,
EX_glylysphe_e,
SK_bandmt_c,
STN_ANTIGENt,
EX_core4_e,
EX_core5_e,
SK_for_c,
EX_glyvalhis_e,
SK_mi1345p_c,
EX_dsT_antigen_e,
EX_f1a_e,
SK_mi134p_c,
SK_mi145p_c,
EX_galam_e,
DM_pchol_hs_c,
EX_gncore1_e,
ETHAt,
EX_mqn7_e,
SK_crvnc_c,
r2444,
LPAMt,
EX_acgal_e,
EX_acnam_e,
EX_pcreat_e,
EX_HC00342_e,
EX_CE2934_e,
DM_mqn10_c,
DM_mqn7_c,
DM_mqn8_c,
HCYSte,
PPPGO,
SPRMt2i,
THMMPtrbc,
THMtrbc,
UNK3,
ACNAMtr,
DM_mqn9_c,
GNCORE1t,
GNCORE2t,
3HMPtm,
SK_doco13ecoa_c,
ACGLUtm,
LPAMtm,
r2535m,
AMPTASECG,9.863637884
ARGN,0.0
CE2934t,
ASP1DC,
ESTR2r,
ASPTA,12.19446066
SK_fad_c,
PGLYCtm,
SK_25hvitd2_c,
SK_9_cis_retfa_c,
SK_glygn2_c,
SK_HC02193_c,
BPNT,
SK_lnlc_c,
SK_HC02195_c,
SK_HC02197_c,
SK_HC02198_c,
SK_Tyr_ggn_c,
DM_avite1_c,
SK_btn_c,
SK_c226coa_c,
BUTt2r,10.76399968
CPPPGO,9.682807645
SK_lnlccoa_c,
CTPS1,9.840549845
CTPS2,9.840549845
SK_lnlncgcoa_c,
CYSTGL,0.0
CYSTS,9.916327274
FPGS7_1,11.11065311
SK_nad_c,
SK_pmtcoa_c,
FTHFCL,
CYTDt2,
SK_pydx_c,
DHFR,
DHORTS,10.63815202
SK_pydxn_c,
DHPR,10.87541136
G5SADs,
SK_retinol_c,
DMATT,10.08217033
SK_tag_hs_c,
DTMPK,0.0
DURIPP,9.752863218
SK_tchola_c,
DUTPDP,
SK_tdechola_c,
EX_acac_e,
GALUi,12.82740135
EX_adn_e,
GK1,13.32881524
SK_thf_c,
GLYLEUHYDROc,12.07052187
GLYLEUPEPT1tc,
GLYPROPRO1c,11.13518603
EX_asp__L_e,
EX_but_e,
EX_din_e,
EX_fe2_e,
EX_fe3_e,
EX_gal_e,
EX_glu__L_e,
EX_glyb_e,
EX_glyleu_e,
GRTT,10.08217033
GUAPRT,9.86901057
HCO3E,11.40679209
EX_h2o_e,
EX_ins_e,
EX_k_e,
EX_lac__L_e,
H2Ot,12.8364618
EX_leu__L_e,
SK_tmndnc_c,
EX_lys__L_e,
EX_mal__L_e,
EX_no2_e,
EX_o2_e,
HMBS,0.0
IMPD,11.85923702
LEUTA,0.0
EX_orn_e,
EX_pi_e,
MAN1PT2,10.18706059
SK_tmndnccoa_c,
EX_ribflv_e,
SK_vitd3_c,
EX_succ_e,
EX_thymd_e,
EX_urea_e,
EX_uri_e,
NDPK2,10.66320293
NDPK4,10.66320293
NDPK6,10.66320293
UDPG4E,0.0
NNATr,0.0
DXTRNt,
O2t,
OMPDC,0.0
EX_dxtrn_e,
PGM,9.561990309
UREAt,0.0
PGMT,12.20418801
DHCHOLESTANATEATP,0.0
PIt2r,
PNTK,11.44314427
URIDK2r,
DHCHOLESTANATEt,
VALTA,0.0
SERD_L,
PPBNGS,11.88474243
PROD2,
PROt2r,10.158153
ASNN,
r0220_1,
EX_dhcholestanate_e,
r0318,
PRPPS,10.6549436
PTPATi,11.36247764
DADK,12.0786505
r0398,10.87541136
r0422,12.9099006
PPM2,
PUNP1,9.752863218
PUNP3,9.752863218
SK_dhcholestanate_c,
PUNP5,9.752863218
ACCOAC,11.41542947
THCHOLSTOICATP,0.0
EX_pnto__R_e,
EX_gly_e,
PUNP6,9.752863218
PUNP7,9.752863218
RNDR2,10.42268247
RNDR3,10.42268247
RNDR4,10.42268247
GLYt2r,10.158153
EX_cys__L_e,
EX_thr__L_e,
RPE,9.651971177
EX_gln__L_e,
EX_thcholstoic_e,
EX_phe__L_e,
EX_tyr__L_e,
NTD2,
TALA,12.62401684
THMDt2,
NTD10,10.46361975
EX_arg__L_e,
THRS,
TKT1,12.98082589
EX_for_e,
EX_nac_e,
EX_ind3ac_e,
EX_nh4_e,
NH4t,
SK_thcholstoic_c,
EX_ac_e,
RBK,0.0
XOL7AONEATP,0.0
ADNK1,9.520607628
TMDPK,0.0
EX_mqn8_e,
TPI,14.47747416
EX_xol7aone_e,
SK_xol7aone_c,
GCALDD,11.6549622
SK_xoldiolone_c,
ACYP,0.0
UAG4Ei,0.0
7KILTCHOLATP,0.0
UAGDP,10.56186812
NADN,
AICART,10.85235064
ALDD2x,11.6549622
AMANK,10.92455228
SK_dchac_c,
ARGSL,10.01179105
SK_CE1273_c,
CITL,
MALT,12.0474572
MDH,12.78620118
CSND,
CYTK1,12.22107625
MI1PP,10.72192737
MI4PP,10.01778507
DRBK,0.0
ACACT1r,0.0
EX_drib_e,
NT5C,10.46361975
EX_fru_e,
ACCOAL,
EX_glyc_e,
ACONT,11.02630599
NMNHYD,
OAADC,
PFK,12.88855949
ACS,10.2093452
PRFGS,9.654658966
ADNt2,
PYDXNK,12.53045763
PYK,15.32504641
EX_malttr_e,
EX_man_e,
THRD_L,
TMDS,0.0
EX_ptrc_e,
EX_rib__D_e,
AHCi,13.13769751
EX_spmd_e,
GALT,10.14596777
GLYK,0.0
GND,12.08293579
XYLt,11.33131657
GLYALDDr,13.8266923
MTHFR2,11.08752253
ARGORNt7,9.959781668
EX_pydxn_e,
PYDXNtr,
EX_pydx_e,
EX_pydam_e,
PYDAMtr,
EX_arab__L_e,
EX_gam_e,
EX_pyr_e,
IMACTD,11.6549622
IMPC,10.85235064
IZPN,
LCADi,11.6549622
PYRt2,10.93117232
EX_tre_e,
EX_4abut_e,
ACGAM2E,0.0
EX_btn_e,
EX_ade_e,
EX_etoh_e,
ABUTt2r,10.158153
ETOHt,
EX_acald_e,
MVLACte,
TIGGLYte,
OBDHc,
3OHGLUTACm,
3OHGLUTACOAT3t,
THMt3,9.699298289
FTCD,
GLUTACOAm,
GLUTCONm,
EX_taur_e,
3HIVAcm,
EX_tym_e,
3HIVActe,
3HADICOAx,12.53364658
3HADPACx,
3HADPACtxc,
3HADPACte,
EX_3hadpac_e,
3OHSEBCOAx,12.53364658
PAFABCt,10.87149537
PAILR_HSSECt,
PCHLN225_HSABCt,10.87149537
PCHOL2LINL_HSABCt,10.87149537
PCHOL2OLE_HSABCt,10.87149537
PCHOL2STE_HSABCt,10.87149537
PCHOLDOC_HSABCt,10.87149537
PCHOLEIC_HSABCt,10.87149537
PCHOLET_HSABCt,10.87149537
3OHSUBACx,
5OHHEXAc,
5OHHEXAte,
PCHOLLINL_HSABCt,10.87149537
EX_ethmalac_e,
PCHOLN183_HSABCt,10.87149537
HEXGLYte,
EX_lanost_e,
EX_hexgly_e,
METHSUCC,
PCHOLN203_HSABCt,10.87149537
PCHOLN224_HSABCt,10.87149537
PCHOLN225_HSABCt,10.87149537
PCHOLN2254_HSABCt,10.87149537
PCHOLOLE_HSABCt,10.87149537
